,loss,precision_1,binary_accuracy,recall_1,balanced_accuracy,val_loss,val_precision_1,val_binary_accuracy,val_recall_1,val_balanced_accuracy
0,0.36433476209640503,0.8546117544174194,0.8452012538909912,0.8363080024719238,0.8464447855949402,0.3245912492275238,0.890868604183197,0.8690721392631531,0.8368200659751892,0.8712456226348877
1,0.27785053849220276,0.9027560949325562,0.8937048316001892,0.8852626085281372,0.8946364521980286,0.2983313798904419,0.8860214948654175,0.8773195743560791,0.8619247078895569,0.878955066204071
2,0.24215608835220337,0.9219895005226135,0.9099587202072144,0.8980112075805664,0.9105622172355652,0.2918611764907837,0.9225512742996216,0.8896906971931458,0.8472803235054016,0.8911011219024658
3,0.21279406547546387,0.930497944355011,0.9223425984382629,0.9148393869400024,0.9249871969223022,0.27548709511756897,0.9161148071289062,0.8958762884140015,0.8682008385658264,0.8966249823570251
4,0.18753473460674286,0.9470954537391663,0.9388545155525208,0.9311575889587402,0.938593327999115,0.2726382315158844,0.9373549818992615,0.8958762884140015,0.8451882600784302,0.8970929384231567
5,0.16974371671676636,0.9534643292427063,0.9465944170951843,0.9403365850448608,0.9466206431388855,0.267605185508728,0.9284116625785828,0.9020618796348572,0.8682008385658264,0.902830183506012
6,0.15068750083446503,0.9590885639190674,0.9514963626861572,0.9444161057472229,0.9521140456199646,0.2549948990345001,0.9217391014099121,0.907216489315033,0.8870292901992798,0.9088953733444214
7,0.1411069929599762,0.9633074998855591,0.9566563367843628,0.9505354166030884,0.9563979506492615,0.25312599539756775,0.9387755393981934,0.9061855673789978,0.866108775138855,0.9062734246253967
8,0.12963593006134033,0.9720352292060852,0.9643962979316711,0.9571647047996521,0.965130627155304,0.2534274160861969,0.9308035969734192,0.9051546454429626,0.8723849654197693,0.9067522287368774
9,0.12129542231559753,0.970133900642395,0.9651702642440796,0.9607343077659607,0.965699315071106,0.259196937084198,0.9421296119689941,0.9010308980941772,0.8514644503593445,0.9017938375473022
10,0.11540137976408005,0.9746508002281189,0.9674922823905945,0.9607343077659607,0.968610405921936,0.2500884234905243,0.9351230263710022,0.9082474112510681,0.874476969242096,0.9103856086730957
11,0.1109592393040657,0.972708523273468,0.9677502512931824,0.9632840156555176,0.968739926815033,0.250529408454895,0.9410430788993835,0.9082474112510681,0.8682008385658264,0.9098376035690308
12,0.10341072082519531,0.9747682809829712,0.9698142409324646,0.965323805809021,0.9694713950157166,0.24784880876541138,0.9373601675033569,0.9103092551231384,0.8765690326690674,0.9113665223121643
13,0.10113710165023804,0.9778121709823608,0.9718782305717468,0.9663437008857727,0.9694087505340576,0.24669058620929718,0.9373601675033569,0.9103092551231384,0.8765690326690674,0.9124777913093567
14,0.0956365317106247,0.9793920516967773,0.9742001891136169,0.9694033861160278,0.9741572737693787,0.2466358095407486,0.9397321343421936,0.9134020805358887,0.8807531595230103,0.9149972796440125
