,loss,precision,binary_accuracy,recall,sensitivity,specificity,balanced_acc,val_loss,val_precision,val_binary_accuracy,val_recall,val_sensitivity,val_specificity,val_balanced_acc
0,716.239013671875,0.6732673048973083,0.5820105671882629,0.5964912176132202,0.512499988079071,0.5,0.5062500238418579,0.7861962914466858,0.0,0.35483869910240173,0.0,0.0,1.0,0.5
1,0.952373743057251,0.6263736486434937,0.5853658318519592,0.7702702879905701,0.75,0.25,0.5,0.6552551984786987,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
2,0.6633114218711853,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.657833456993103,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
3,0.7194082736968994,0.6218487620353699,0.6341463327407837,1.0,1.0,0.09090909361839294,0.5454545617103577,0.6948403120040894,0.0,0.35483869910240173,0.0,0.0,1.0,0.5
4,0.6940861940383911,0.0,0.3983739912509918,0.0,0.0,1.0,0.5,0.6932492852210999,0.0,0.35483869910240173,0.0,0.0,1.0,0.5
5,0.6927554607391357,0.593406617641449,0.5365853905677795,0.7297297120094299,0.75,0.25,0.5,0.6911505460739136,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
6,0.6911612749099731,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6886125206947327,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
7,0.6892882585525513,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6823588609695435,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
8,0.6832825541496277,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6699188351631165,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
9,0.6770505905151367,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6621077656745911,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
10,0.6697075963020325,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6759887337684631,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
11,0.6874940395355225,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6732934713363647,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
12,0.6806433796882629,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6744850873947144,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
13,0.6800137162208557,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6677096486091614,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
14,0.6745342016220093,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6584590673446655,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
15,0.6684704422950745,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6509105563163757,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
16,0.6783262491226196,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6639601588249207,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
17,0.6741113662719727,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6615760922431946,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
18,0.6693442463874817,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6522295475006104,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
19,0.700812816619873,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6608266234397888,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
20,0.6740108132362366,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6654636859893799,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
21,0.6757646799087524,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6647476553916931,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
22,0.6747997403144836,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6587949991226196,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
23,0.676895260810852,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.654718816280365,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
24,0.6715393662452698,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6578715443611145,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
25,0.6713383197784424,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6549030542373657,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
26,0.6685972213745117,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6481162905693054,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
27,0.6981229186058044,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6623096466064453,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
28,0.6738116145133972,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6647447347640991,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
29,0.6753804087638855,0.6016260385513306,0.6016260385513306,1.0,1.0,0.0,0.5,0.6647889614105225,0.6451612710952759,0.6451612710952759,1.0,1.0,0.0,0.5
